,Survived,Pclass,Sex,SibSp,Parch,Fare,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,age_group_10-20,age_group_20-30,age_group_30-40,age_group_40-50,age_group_50-60,age_group_60-70,age_group_70+,"FareBin_(7.854, 10.5]","FareBin_(10.5, 21.679]","FareBin_(21.679, 39.688]","FareBin_(39.688, 512.329]"
270,0,1,0,0,0,31.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
271,1,3,0,0,0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
272,1,2,1,0,1,19.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
273,0,1,0,0,1,29.7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
274,1,3,1,0,0,7.75,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
275,1,1,1,1,0,77.9583,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
276,0,3,1,0,0,7.75,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
277,0,2,0,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
278,0,3,0,4,1,29.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
279,1,3,1,1,1,20.25,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
280,0,3,0,0,0,7.75,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
281,0,3,0,0,0,7.8542,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
282,0,3,0,0,0,9.5,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
283,1,3,0,0,0,8.05,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
284,0,1,0,0,0,26.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
285,0,3,0,0,0,8.6625,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
286,1,3,0,0,0,9.5,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
287,0,3,0,0,0,7.8958,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
288,1,2,0,0,0,13.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
289,1,3,1,0,0,7.75,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
290,1,1,1,0,0,78.85,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
291,1,1,1,1,0,91.0792,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
292,0,2,0,0,0,12.875,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
293,0,3,1,0,0,8.85,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
294,0,3,0,0,0,7.8958,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
295,0,1,0,0,0,27.7208,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
296,0,3,0,0,0,7.2292,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
297,0,1,1,1,2,151.55,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
298,1,1,0,0,0,30.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
299,1,1,1,0,1,247.5208,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
300,1,3,1,0,0,7.75,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
301,1,3,0,2,0,23.25,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
302,0,3,0,0,0,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
303,1,2,1,0,0,12.35,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
304,0,3,0,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
305,1,1,0,1,2,151.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
306,1,1,1,0,0,110.8833,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
307,1,1,1,1,0,108.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
308,0,2,0,1,0,24.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
309,1,1,1,0,0,56.9292,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
310,1,1,1,0,0,83.1583,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
311,1,1,1,2,2,262.375,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
312,0,2,1,1,1,26.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
313,0,3,0,0,0,7.8958,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
314,0,2,0,1,1,26.25,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
315,1,3,1,0,0,7.8542,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
316,1,2,1,1,0,26.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
317,0,2,0,0,0,14.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
318,1,1,1,0,2,164.8667,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
319,1,1,1,1,1,134.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
320,0,3,0,0,0,7.25,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
321,0,3,0,0,0,7.8958,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
322,1,2,1,0,0,12.35,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
323,1,2,1,1,1,29.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
324,0,3,0,8,2,69.55,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
325,1,1,1,0,0,135.6333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
326,0,3,0,0,0,6.2375,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
327,1,2,1,0,0,13.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
328,1,3,1,1,1,20.525,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
329,1,1,1,0,1,57.9792,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
330,1,3,1,2,0,23.25,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
331,0,1,0,0,0,28.5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
332,0,1,0,0,1,153.4625,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
333,0,3,0,2,0,18.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
334,1,1,1,1,0,133.65,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
335,0,3,0,0,0,7.8958,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
336,0,1,0,1,0,66.6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
337,1,1,1,0,0,134.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
338,1,3,0,0,0,8.05,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
339,0,1,0,0,0,35.5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
340,1,2,0,1,1,26.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
341,1,1,1,3,2,263.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
342,0,2,0,0,0,13.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
343,0,2,0,0,0,13.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
344,0,2,0,0,0,13.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
345,1,2,1,0,0,13.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
346,1,2,1,0,0,13.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
347,1,3,1,1,0,16.1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
348,1,3,0,1,1,15.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
349,0,3,0,0,0,8.6625,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
350,0,3,0,0,0,9.225,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
351,0,1,0,0,0,35.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
352,0,3,0,1,1,7.2292,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
353,0,3,0,1,0,17.8,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
354,0,3,0,0,0,7.225,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
355,0,3,0,0,0,9.5,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
356,1,1,1,0,1,55.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
357,0,2,1,0,0,13.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
358,1,3,1,0,0,7.8792,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
359,1,3,1,0,0,7.8792,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
360,0,3,0,1,4,27.9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
361,0,2,0,1,0,27.7208,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
362,0,3,1,0,1,14.4542,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
363,0,3,0,0,0,7.05,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
364,0,3,0,1,0,15.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
365,0,3,0,0,0,7.25,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
366,1,1,1,1,0,75.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
367,1,3,1,0,0,7.2292,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
368,1,3,1,0,0,7.75,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
369,1,1,1,0,0,69.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
370,1,1,0,1,0,55.4417,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
371,0,3,0,1,0,6.4958,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
372,0,3,0,0,0,8.05,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
373,0,1,0,0,0,135.6333,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
374,0,3,1,3,1,21.075,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
375,1,1,1,1,0,82.1708,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
376,1,3,1,0,0,7.25,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
377,0,1,0,0,2,211.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
378,0,3,0,0,0,4.0125,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
379,0,3,0,0,0,7.775,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
380,1,1,1,0,0,227.525,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
381,1,3,1,0,2,15.7417,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
382,0,3,0,0,0,7.925,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
383,1,1,1,1,0,52.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
384,0,3,0,0,0,7.8958,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
385,0,2,0,0,0,73.5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
386,0,3,0,5,2,46.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
387,1,2,1,0,0,13.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
388,0,3,0,0,0,7.7292,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
389,1,2,1,0,0,12.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
390,1,1,0,1,2,120.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
391,1,3,0,0,0,7.7958,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
392,0,3,0,2,0,7.925,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
393,1,1,1,1,0,113.275,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
394,1,3,1,0,2,16.7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
395,0,3,0,0,0,7.7958,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
396,0,3,1,0,0,7.8542,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
397,0,2,0,0,0,26.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
398,0,2,0,0,0,10.5,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
399,1,2,1,0,0,12.65,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
400,1,3,0,0,0,7.925,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
401,0,3,0,0,0,8.05,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
402,0,3,1,1,0,9.825,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
403,0,3,0,1,0,15.85,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
404,0,3,1,0,0,8.6625,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
405,0,2,0,1,0,21.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
406,0,3,0,0,0,7.75,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
407,1,2,0,1,1,18.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
408,0,3,0,0,0,7.775,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
409,0,3,1,3,1,25.4667,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
410,0,3,0,0,0,7.8958,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
411,0,3,0,0,0,6.8583,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
412,1,1,1,1,0,90.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
413,0,2,0,0,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
414,1,3,0,0,0,7.925,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
415,0,3,1,0,0,8.05,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
416,1,2,1,1,1,32.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
417,1,2,1,0,2,13.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
418,0,2,0,0,0,13.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
419,0,3,1,0,2,24.15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
420,0,3,0,0,0,7.8958,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
421,0,3,0,0,0,7.7333,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
422,0,3,0,0,0,7.875,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
423,0,3,1,1,1,14.4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
424,0,3,0,1,1,20.2125,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
425,0,3,0,0,0,7.25,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
426,1,2,1,1,0,26.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
427,1,2,1,0,0,26.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
428,0,3,0,0,0,7.75,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
429,1,3,0,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
430,1,1,0,0,0,26.55,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
431,1,3,1,1,0,16.1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
432,1,2,1,1,0,26.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
433,0,3,0,0,0,7.125,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
434,0,1,0,1,0,55.9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
435,1,1,1,1,2,120.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
436,0,3,1,2,2,34.375,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
437,1,2,1,2,3,18.75,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
438,0,1,0,1,4,263.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
439,0,2,0,0,0,10.5,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
440,1,2,1,1,1,26.25,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
441,0,3,0,0,0,9.5,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
442,0,3,0,1,0,7.775,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
443,1,2,1,0,0,13.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
444,1,3,0,0,0,8.1125,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
445,1,1,0,0,2,81.8583,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
446,1,2,1,0,1,19.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
447,1,1,0,0,0,26.55,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
448,1,3,1,2,1,19.2583,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
449,1,1,0,0,0,30.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
450,0,2,0,1,2,27.75,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
451,0,3,0,1,0,19.9667,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
452,0,1,0,0,0,27.75,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
453,1,1,0,1,0,89.1042,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
454,0,3,0,0,0,8.05,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
455,1,3,0,0,0,7.8958,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
456,0,1,0,0,0,26.55,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
457,1,1,1,1,0,51.8625,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
458,1,2,1,0,0,10.5,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
459,0,3,0,0,0,7.75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
460,1,1,0,0,0,26.55,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
461,0,3,0,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
462,0,1,0,0,0,38.5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
463,0,2,0,0,0,13.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
464,0,3,0,0,0,8.05,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
465,0,3,0,0,0,7.05,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
466,0,2,0,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
467,0,1,0,0,0,26.55,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
468,0,3,0,0,0,7.725,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
469,1,3,1,2,1,19.2583,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
470,0,3,0,0,0,7.25,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
471,0,3,0,0,0,8.6625,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
472,1,2,1,1,2,27.75,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
473,1,2,1,0,0,13.7917,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
474,0,3,1,0,0,9.8375,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
475,0,1,0,0,0,52.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
476,0,2,0,1,0,21.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
477,0,3,0,1,0,7.0458,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
478,0,3,0,0,0,7.5208,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
479,1,3,1,0,1,12.2875,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
480,0,3,0,5,2,46.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
481,0,2,0,0,0,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
482,0,3,0,0,0,8.05,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
483,1,3,1,0,0,9.5875,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
484,1,1,0,1,0,91.0792,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
485,0,3,1,3,1,25.4667,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
486,1,1,1,1,0,90.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
487,0,1,0,0,0,29.7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
488,0,3,0,0,0,8.05,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
489,1,3,0,1,1,15.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
490,0,3,0,1,0,19.9667,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
491,0,3,0,0,0,7.25,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
492,0,1,0,0,0,30.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
493,0,1,0,0,0,49.5042,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
494,0,3,0,0,0,8.05,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
495,0,3,0,0,0,14.4583,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
496,1,1,1,1,0,78.2667,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
497,0,3,0,0,0,15.1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
498,0,1,1,1,2,151.55,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
499,0,3,0,0,0,7.7958,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
500,0,3,0,0,0,8.6625,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
501,0,3,1,0,0,7.75,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
502,0,3,1,0,0,7.6292,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
503,0,3,1,0,0,9.5875,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
504,1,1,1,0,0,86.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
505,0,1,0,1,0,108.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
506,1,2,1,0,2,26.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
507,1,1,0,0,0,26.55,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
508,0,3,0,0,0,22.525,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
509,1,3,0,0,0,56.4958,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
510,1,3,0,0,0,7.75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
511,0,3,0,0,0,8.05,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
512,1,1,0,0,0,26.2875,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
513,1,1,1,1,0,59.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
514,0,3,0,0,0,7.4958,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
515,0,1,0,0,0,34.0208,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
516,1,2,1,0,0,10.5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
517,0,3,0,0,0,24.15,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
518,1,2,1,1,0,26.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
519,0,3,0,0,0,7.8958,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
520,1,1,1,0,0,93.5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
521,0,3,0,0,0,7.8958,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
522,0,3,0,0,0,7.225,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
523,1,1,1,0,1,57.9792,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
524,0,3,0,0,0,7.2292,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
525,0,3,0,0,0,7.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
526,1,2,1,0,0,10.5,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
527,0,1,0,0,0,221.7792,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
528,0,3,0,0,0,7.925,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
529,0,2,0,2,1,11.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
530,1,2,1,1,1,26.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
531,0,3,0,0,0,7.2292,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
532,0,3,0,1,1,7.2292,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
533,1,3,1,0,2,22.3583,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
534,0,3,1,0,0,8.6625,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
535,1,2,1,0,2,26.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
536,0,1,0,0,0,26.55,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
537,1,1,1,0,0,106.425,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
538,0,3,0,0,0,14.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
539,1,1,1,0,2,49.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
540,1,1,1,0,2,71.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
541,0,3,1,4,2,31.275,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
542,0,3,1,4,2,31.275,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
543,1,2,0,1,0,26.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
